Mohamed Sanu Atl,WR,Sun 12:00 pm vs TB,FA,16.0,11,102.58,45%,193,,0.0,0.0,0.0,3.9,19.3,0.1,91.4,62.0,763,3.9,0.0,0.1,0.5 
Derrick Henry Ten,RB,Sun 12:00 pm vs Min,FA,16.0,13,101.07,77%,196,,0.0,0.0,0.0,160,629,4.7,14.5,11.4,74.6,0.3,0.0,0.1,1.1 
Jason Witten Dal,TE,Sun 3:25 pm vs NYG,Björk'sPlatnumAlbum,16.0,7,100.71,85%,197,,0.0,0.0,0.0,0.0,0.0,0.0,85.2,65.2,676,5.5,0.0,0.1,0.4 
Jimmy Graham Sea,TE,Sun 3:05 pm vs Mia,FA,16.0,5,100.62,84%,198,,0.0,0.0,0.0,0.0,0.0,0.0,79.7,55.1,662,5.7,0.0,0.1,0.4 
Dwayne Allen Ind,TE,Sun 3:25 pm vs Det,FA,16.0,10,100.01,80%,199,,0.0,0.0,0.0,0.0,0.0,0.0,88.8,54.8,655,5.7,0.0,0.1,0.4 
Martellus Bennett NE,TE,Sun 7:30 pm @ Ari,SlobOnMyCobb,16.0,9,99.63,88%,200,,0.0,0.0,0.0,0.0,0.0,0.0,86.9,59.6,660,5.5,0.0,0.1,0.4 
Will Fuller Hou,WR,Sun 12:00 pm vs Chi,FA,16.0,9,99.42,38%,201,,0.0,0.0,0.0,4.1,26.9,0.1,78.3,48.2,724,3.9,0.0,0.1,0.3 
Shane Vereen NYG,RB,Sun 3:25 pm @ Dal,FA,16.0,8,98.11,16%,203,,0.0,0.0,0.0,58.9,253,1.7,63.7,49.9,463,2.6,0.0,0.1,0.7 
Laquon Treadwell Min,WR,Sun 12:00 pm @ Ten,FA,16.0,6,97.94,34%,194,,0.0,0.0,0.0,0.0,0.0,0.0,96.8,59.6,712,4.4,0.0,0.1,0.4 
Bilal Powell NYJ,RB,Sun 12:00 pm vs Cin,FA,16.0,11,97.55,43%,204,,0.0,0.0,0.0,90.4,375,2.6,49.2,37.6,336,1.7,0.0,0.1,0.8 
Devin Funchess Car,WR,Thu 7:30 pm @ Den,FA,16.0,7,95.48,59%,205,,0.0,0.0,0.0,0.0,0.0,0.0,85.2,42.9,628,5.4,0.0,0.1,0.3 
Darren Sproles Phi,RB,Sun 12:00 pm vs Cle,TexasSucks,16.0,4,94.95,43%,206,,0.0,0.0,0.0,59.8,239,1.6,71.2,53.2,441,2.5,0.3,0.1,0.7 
Charles Clay Buf,TE,Sun 12:00 pm @ Bal,Mariota Kart,16.0,10,94.77,25%,207,,0.0,0.0,0.0,0.0,0.0,0.0,82.2,54.9,673,4.5,0.0,0.1,0.4 
Pierre Garcon Was,WR,Mon 6:10 pm vs Pit,Chaz's Crazy Team,16.0,9,93.90,22%,208,,0.0,0.0,0.0,0.0,0.0,0.0,83.2,54.9,671,4.4,0.0,0.1,0.4 
Jordan Howard Chi,RB,Sun 12:00 pm @ Hou,FA,16.0,9,93.00,11%,211,,0.0,0.0,0.0,144,605,4.3,10.1,8.0,54.2,0.1,0.0,0.1,1.0 
Tyler Boyd Cin,WR,Sun 12:00 pm @ NYJ,FA,16.0,9,92.37,18%,212,,0.0,0.0,0.0,4.1,26.7,0.1,77.3,47.4,608,4.7,0.0,0.1,0.3 
Zach Miller Chi,TE,Sun 12:00 pm @ Hou,SlobOnMyCobb,16.0,9,92.36,55%,213,,0.0,0.0,0.0,0.0,0.0,0.0,75.5,60.8,683,4.0,0.0,0.1,0.4 
Jordan Cameron Mia,TE,Sun 3:05 pm @ Sea,FA,16.0,8,91.54,24%,214,,0.0,0.0,0.0,0.0,0.0,0.0,90.2,48.7,620,4.9,0.0,0.1,0.3 
Jerick McKinnon Min,RB,Sun 12:00 pm @ Ten,FA,16.0,6,91.38,23%,215,,0.0,0.0,0.0,97.1,436,3.2,35.2,30.4,221,1.0,0.0,0.1,0.9 
Terrance Williams Dal,WR,Sun 3:25 pm vs NYG,Chaz's Crazy Team,16.0,7,91.22,17%,216,,0.0,0.0,0.0,0.0,0.0,0.0,70.2,40.4,659,4.2,0.0,0.1,0.3 
Eric Ebron Det,TE,Sun 3:25 pm @ Ind,ChrisCartersFallGuys,16.0,10,90.97,56%,217,,0.0,0.0,0.0,0.0,0.0,0.0,78.0,56.4,628,4.6,0.0,0.1,0.4 
Jay Ajayi Mia,RB,Sun 3:05 pm @ Sea,FA,16.0,8,89.58,53%,219,,0.0,0.0,0.0,137,530,3.6,21.4,13.3,111,0.5,0.0,0.1,1.0 
James White NE,RB,Sun 7:30 pm @ Ari,Le'Veon a Prayer,16.0,9,89.08,38%,221,,0.0,0.0,0.0,39.9,170,1.1,48.3,40.2,409,4.1,0.0,0.1,0.5 
Tajae Sharpe Ten,WR,Sun 12:00 pm vs Min,FA,16.0,13,89.07,33%,220,,0.0,0.0,0.0,0.0,0.0,0.0,82.0,49.9,640,4.1,0.0,0.1,0.3 
Kenny Stills Mia,WR,Sun 3:05 pm @ Sea,FA,16.0,8,86.36,13%,222,,0.0,0.0,0.0,0.0,0.0,0.0,80.1,48.3,629,3.9,0.0,0.1,0.3 
Jamison Crowder Was,WR,Mon 6:10 pm vs Pit,FA,16.0,9,85.04,3%,224,,0.0,0.0,0.0,0.0,0.0,0.0,66.6,52.2,620,3.4,0.3,0.1,0.3 
Jimmy Garoppolo NE,QB,Sun 7:30 pm @ Ari,FA,16.0,9,84.86,5%,225,,1129,8.2,3.1,13.3,33.9,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1 
Kamar Aiken Bal,WR,Sun 12:00 pm vs Buf,ChrisCartersFallGuys,16.0,8,84.38,61%,226,,0.0,0.0,0.0,0.0,0.0,0.0,79.2,48.4,610,3.9,0.0,0.1,0.3 
Tevin Coleman Atl,RB,Sun 12:00 pm vs TB,FA,16.0,11,83.39,44%,227,,0.0,0.0,0.0,109,455,3.0,28.6,22.5,152,0.7,0.0,0.1,1.0 
Tyler Eifert Cin,TE,Sun 12:00 pm @ NYJ,Angry Handies,12.0,9,82.59,87%,228,,0.0,0.0,0.0,0.0,0.0,0.0,65.2,51.0,623,3.3,0.0,0.1,0.3 
James Starks GB,RB,Sun 12:00 pm @ Jax,SlobOnMyCobb,16.0,4,82.48,26%,229,,0.0,0.0,0.0,104,432,3.3,21.1,17.8,151,0.7,0.0,0.1,0.8 
Jared Cook GB,TE,Sun 12:00 pm @ Jax,FA,16.0,4,82.00,63%,230,,0.0,0.0,0.0,0.0,0.0,0.0,73.9,41.5,530,4.8,0.0,0.1,0.3 
Robert Woods Buf,WR,Sun 12:00 pm @ Bal,FA,16.0,10,81.68,3%,232,,0.0,0.0,0.0,0.0,0.0,0.0,71.3,41.8,567,3.8,0.4,0.1,0.3 
Tyrell Williams SD,WR,Sun 12:00 pm @ KC,FA,16.0,11,81.50,1%,231,,0.0,0.0,0.0,0.0,0.0,0.0,62.4,37.8,610,3.4,0.0,0.1,0.3 
Clive Walford Oak,TE,Sun 12:00 pm @ NO,FA,16.0,10,80.12,12%,233,,0.0,0.0,0.0,0.0,0.0,0.0,79.9,45.2,512,4.8,0.0,0.1,0.3 
Nelson Agholor Phi,WR,Sun 12:00 pm vs Cle,FA,16.0,4,77.86,7%,235,,0.0,0.0,0.0,0.0,0.0,0.0,82.1,44.3,539,3.9,0.0,0.1,0.3 
Breshad Perriman Bal,WR,Sun 12:00 pm vs Buf,FA,16.0,8,77.07,4%,236,,0.0,0.0,0.0,0.0,0.0,0.0,73.5,44.5,555,3.6,0.0,0.1,0.3 
Davante Adams GB,WR,Sun 12:00 pm @ Jax,Chaz's Crazy Team,16.0,4,76.80,13%,237,,0.0,0.0,0.0,0.0,0.0,0.0,68.7,42.2,517,4.1,0.0,0.1,0.3 
Josh Doctson Was,WR,Mon 6:10 pm vs Pit,FA,16.0,9,76.28,12%,238,,0.0,0.0,0.0,0.0,0.0,0.0,72.1,44.0,534,3.8,0.0,0.1,0.3 
Devontae Booker Den,RB,Thu 7:30 pm vs Car,FA,16.0,11,75.74,17%,239,,0.0,0.0,0.0,104,398,2.9,31.4,24.6,141,0.6,0.0,0.1,0.9 
Mike Wallace Bal,WR,Sun 12:00 pm vs Buf,FA,16.0,8,74.84,34%,241,,0.0,0.0,0.0,0.0,0.0,0.0,73.5,41.7,532,3.6,0.0,0.1,0.3 
Quinton Patton SF,WR,Mon 9:20 pm vs LA,FA,16.0,8,74.60,1%,242,,0.0,0.0,0.0,0.0,0.0,0.0,76.3,42.6,548,3.3,0.0,0.1,0.3 
Anquan Boldin Det,WR,Sun 3:25 pm @ Ind,FA,16.0,10,73.56,26%,243,,0.0,0.0,0.0,0.0,0.0,0.0,61.7,40.0,530,3.4,0.0,0.1,0.3 
Kenny Britt LA,WR,Mon 9:20 pm @ SF,FA,16.0,8,73.22,3%,244,,0.0,0.0,0.0,0.0,0.0,0.0,82.7,42.3,552,3.0,0.0,0.1,0.3 
Terrance West Bal,RB,Sun 12:00 pm vs Buf,FA,16.0,8,72.86,9%,245,,0.0,0.0,0.0,116,463,3.0,11.6,11.2,70.2,0.1,0.0,0.1,0.8 
Ted Ginn Jr. Car,WR,Thu 7:30 pm @ Den,Le'Veon a Prayer,16.0,7,72.71,38%,246,,0.0,0.0,0.0,0.0,0.0,0.0,56.8,34.3,497,3.4,0.4,0.1,0.3 
Chris Hogan NE,WR,Sun 7:30 pm @ Ari,FA,16.0,9,72.51,24%,247,,0.0,0.0,0.0,0.0,0.0,0.0,63.7,39.0,498,3.7,0.0,0.1,0.2 
Kyle Rudolph Min,TE,Sun 12:00 pm @ Ten,Chaz's Crazy Team,16.0,6,72.22,20%,240,,0.0,0.0,0.0,0.0,0.0,0.0,70.4,53.5,520,3.3,0.0,0.1,0.4 
Zach Zenner Det,RB,Sun 3:25 pm @ Ind,FA,16.0,10,71.96,1%,248,,0.0,0.0,0.0,103,420,2.7,16.7,16.5,112,0.4,0.0,0.1,0.8 
C.J. Spiller NO,RB,Sun 12:00 pm vs Oak,Chaz's Crazy Team,16.0,5,71.68,12%,249,,0.0,0.0,0.0,47.5,174,1.4,48.0,39.8,303,1.9,0.6,0.1,0.7 
Kendall Wright Ten,WR,Sun 12:00 pm vs Min,FA,16.0,13,69.88,6%,250,,0.0,0.0,0.0,4.3,17.0,0.1,62.7,37.9,490,3.1,0.0,0.1,0.3 
Jermaine Kearse Sea,WR,Sun 3:05 pm vs Mia,FA,16.0,5,69.58,5%,251,,0.0,0.0,0.0,0.0,0.0,0.0,53.1,38.5,490,3.4,0.0,0.1,0.3 
Paul Perkins NYG,RB,Sun 3:25 pm @ Dal,FA,16.0,8,69.33,9%,252,,0.0,0.0,0.0,98.1,395,2.9,17.4,13.7,93.6,0.4,0.0,0.1,0.7 
Jesse James Pit,TE,Mon 6:10 pm @ Was,FA,16.0,8,68.13,6%,280,,0.0,0.0,0.0,0.0,0.0,0.0,53.8,42.1,391,4.8,0.0,0.1,0.3 
Cole Beasley Dal,WR,Sun 3:25 pm vs NYG,FA,16.0,7,67.23,3%,253,,0.0,0.0,0.0,0.0,0.0,0.0,60.2,43.8,455,3.5,0.1,0.1,0.3 
Justin Hardy Atl,WR,Sun 12:00 pm vs TB,FA,16.0,11,67.23,1%,254,,0.0,0.0,0.0,0.0,0.0,0.0,68.5,41.9,499,2.8,0.0,0.1,0.3 
Vance McDonald SF,TE,Mon 9:20 pm vs LA,FA,16.0,8,66.91,25%,255,,0.0,0.0,0.0,0.0,0.0,0.0,66.1,42.4,488,3.0,0.0,0.1,0.3 
Brandon LaFell Cin,WR,Sun 12:00 pm @ NYJ,Björk'sPlatnumAlbum,16.0,9,66.83,5%,256,,0.0,0.0,0.0,0.0,0.0,0.0,62.8,33.9,444,3.7,0.0,0.1,0.2 
Austin Seferian-Jenkins TB,TE,Sun 12:00 pm @ Atl,A Little Willly Pete,16.0,6,66.73,14%,257,,0.0,0.0,0.0,0.0,0.0,0.0,60.2,33.0,464,3.4,0.0,0.1,0.2 
Victor Cruz NYG,WR,Sun 3:25 pm @ Dal,FA,16.0,8,66.70,17%,258,,0.0,0.0,0.0,0.0,0.0,0.0,57.9,35.2,473,3.2,0.0,0.1,0.2 
Jaelen Strong Hou,WR,Sun 12:00 pm vs Chi,FA,16.0,9,66.48,4%,260,,0.0,0.0,0.0,0.0,0.0,0.0,62.6,39.9,479,3.1,0.0,0.1,0.3 
Shaun Draughn SF,RB,Mon 9:20 pm vs LA,Angry Handies,16.0,8,66.33,4%,261,,0.0,0.0,0.0,64.7,247,1.7,40.7,30.7,244,1.1,0.0,0.1,0.7 
Chris Thompson Was,RB,Mon 6:10 pm vs Pit,FA,16.0,9,66.23,4%,259,,0.0,0.0,0.0,39.4,190,0.9,49.9,39.1,303,1.8,0.0,0.1,0.5 
Maxx Williams Bal,TE,Sun 12:00 pm vs Buf,FA,16.0,8,65.97,1%,262,,0.0,0.0,0.0,0.0,0.0,0.0,68.6,47.9,442,3.6,0.0,0.1,0.3 
Javorius Allen Bal,RB,Sun 12:00 pm vs Buf,Björk'sPlatnumAlbum,16.0,8,65.88,8%,263,,0.0,0.0,0.0,62.2,249,1.6,34.7,27.7,245,1.1,0.0,0.1,0.6 
Terrelle Pryor Cle,WR,Sun 12:00 pm @ Phi,FA,16.0,13,65.33,13%,264,,0.0,0.0,0.0,0.0,0.0,0.0,63.7,38.5,430,3.7,0.0,0.1,0.2 
Seth Roberts Oak,WR,Sun 12:00 pm @ NO,FA,16.0,10,62.48,3%,266,,0.0,0.0,0.0,0.0,0.0,0.0,57.0,35.3,437,3.1,0.0,0.1,0.2 
Sammie Coates Pit,WR,Mon 6:10 pm @ Was,FA,16.0,8,62.36,34%,265,,0.0,0.0,0.0,0.0,0.0,0.0,57.3,28.5,439,3.1,0.0,0.1,0.2 
Jace Amaro NYJ,TE,Sun 12:00 pm vs Cin,FA,16.0,11,60.30,1%,267,,0.0,0.0,0.0,0.0,0.0,0.0,60.1,40.4,406,3.2,0.0,0.1,0.3 
Reggie Bush Buf,RB,Sun 12:00 pm @ Bal,FA,16.0,10,60.22,3%,268,,0.0,0.0,0.0,77.5,297,2.4,21.6,17.0,122,0.6,0.0,0.1,0.6 
Dion Lewis NE,RB,Sun 7:30 pm @ Ari,FA,8.0,9,59.49,45%,269,,0.0,0.0,0.0,59.8,247,0.6,37.7,28.8,263,0.8,0.0,0.0,0.6 
Spencer Ware KC,RB,Sun 12:00 pm vs SD,T.M.N. Bortles,16.0,5,58.75,28%,270,,0.0,0.0,0.0,86.7,384,2.9,4.5,4.4,27.8,0.0,0.0,0.1,0.7 
Jacob Tamme Atl,TE,Sun 12:00 pm vs TB,FA,16.0,11,58.68,2%,271,,0.0,0.0,0.0,0.0,0.0,0.0,51.4,38.2,448,2.3,0.0,0.1,0.3 
Lance Kendricks LA,TE,Mon 9:20 pm @ SF,FA,16.0,8,58.57,1%,272,,0.0,0.0,0.0,0.0,0.0,0.0,59.7,40.8,449,2.2,0.0,0.1,0.3 
Will Tye NYG,TE,Sun 3:25 pm @ Dal,Angry Handies,16.0,8,58.38,2%,273,,0.0,0.0,0.0,0.0,0.0,0.0,52.2,37.8,392,3.2,0.0,0.1,0.2 
Pharoh Cooper LA,WR,Mon 9:20 pm @ SF,FA,16.0,8,57.52,1%,274,,0.0,0.0,0.0,4.5,29.0,0.1,55.1,33.4,425,1.9,0.0,0.0,0.3 
Chris Conley KC,WR,Sun 12:00 pm vs SD,FA,16.0,5,57.33,1%,275,,0.0,0.0,0.0,0.0,0.0,0.0,62.8,35.2,397,2.9,0.0,0.1,0.3 
Virgil Green Den,TE,Thu 7:30 pm vs Car,FA,16.0,11,55.36,17%,276,,0.0,0.0,0.0,0.0,0.0,0.0,62.8,52.4,420,2.2,0.0,0.1,0.4 
Christine Michael Sea,RB,Sun 3:05 pm vs Mia,FA,16.0,5,54.64,48%,277,,0.0,0.0,0.0,85.3,356,2.4,8.9,6.5,42.1,0.1,0.0,0.1,0.6 
Dorial Green-Beckham Phi,WR,Sun 12:00 pm vs Cle,SlobOnMyCobb,16.0,4,54.45,23%,278,,0.0,0.0,0.0,0.0,0.0,0.0,60.2,31.0,375,2.8,0.0,0.1,0.2 
Ryan Griffin Hou,TE,Sun 12:00 pm vs Chi,FA,16.0,9,54.16,0%,279,,0.0,0.0,0.0,0.0,0.0,0.0,57.4,34.0,358,3.0,0.0,0.1,0.2 
Tim Hightower NO,RB,Sun 12:00 pm vs Oak,All A'Bortles,16.0,5,54.03,5%,281,,0.0,0.0,0.0,71.3,278,2.2,12.0,10.8,117,0.2,0.0,0.1,0.6 
Benny Cunningham LA,RB,Mon 9:20 pm @ SF,FA,16.0,8,53.60,2%,282,,0.0,0.0,0.0,44.7,176,1.3,32.2,25.6,223,0.7,0.2,0.1,0.5 
Eli Rogers Pit,WR,Mon 6:10 pm @ Was,FA,16.0,8,53.13,3%,283,,0.0,0.0,0.0,0.0,0.0,0.0,45.9,27.8,388,2.4,0.0,0.1,0.2 
DeAndre Washington Oak,RB,Sun 12:00 pm @ NO,FA,16.0,10,52.67,24%,284,,0.0,0.0,0.0,63.0,242,1.5,23.7,18.7,148,0.8,0.0,0.1,0.6 
Crockett Gillmore Bal,TE,Sun 12:00 pm vs Buf,FA,16.0,8,52.50,3%,286,,0.0,0.0,0.0,0.0,0.0,0.0,45.7,33.6,381,2.4,0.0,0.1,0.2 
Ka'Deem Carey Chi,RB,Sun 12:00 pm @ Hou,FA,16.0,9,52.46,1%,285,,0.0,0.0,0.0,76.3,310,2.3,10.1,9.9,69.1,0.1,0.0,0.1,0.6 
Eddie Royal Chi,WR,Sun 12:00 pm @ Hou,Mariota Kart,16.0,9,52.38,1%,287,,0.0,0.0,0.0,0.0,0.0,0.0,45.3,34.1,395,2.1,0.0,0.1,0.2 
Albert Wilson KC,WR,Sun 12:00 pm vs SD,FA,16.0,5,51.00,0%,288,,0.0,0.0,0.0,0.0,0.0,0.0,49.4,31.0,376,2.2,0.0,0.1,0.2 
Alfred Morris Dal,RB,Sun 3:25 pm vs NYG,All A'Bortles,16.0,7,49.89,27%,289,,0.0,0.0,0.0,78.5,317,2.5,5.2,4.7,30.6,0.0,0.0,0.1,0.6 
Chris Johnson Ari,RB,Sun 7:30 pm vs NE,FA,16.0,9,48.99,15%,290,,0.0,0.0,0.0,81.4,330,2.3,5.2,2.6,17.2,0.0,0.0,0.1,0.6 
Rashad Greene Jax,WR,Sun 12:00 pm vs GB,FA,16.0,5,48.51,0%,291,,0.0,0.0,0.0,0.0,0.0,0.0,51.2,28.5,312,2.9,0.0,0.1,0.2 
Jeremy Kerley SF,WR,Mon 9:20 pm vs LA,FA,16.0,8,48.39,0%,308,,0.0,0.0,0.0,0.0,0.0,0.0,50.9,30.8,359,2.0,0.0,0.0,0.2 
Rob Kelley Was,RB,Mon 6:10 pm vs Pit,FA,16.0,9,47.68,2%,292,,0.0,0.0,0.0,82.8,330,1.9,5.6,4.4,27.1,0.0,0.0,0.1,0.6 
Mike Tolbert Car,RB,Thu 7:30 pm @ Den,FA,16.0,7,47.31,1%,293,,0.0,0.0,0.0,54.7,223,1.5,18.9,15.1,127,0.6,0.0,0.1,0.5 
Andre Ellington Ari,RB,Sun 7:30 pm vs NE,FA,16.0,9,45.71,4%,296,,0.0,0.0,0.0,51.4,223,1.5,15.5,13.4,121,0.4,0.0,0.1,0.4 
Jarius Wright Min,WR,Sun 12:00 pm @ Ten,FA,16.0,6,45.34,0%,294,,0.0,0.0,0.0,0.0,0.0,0.0,39.6,29.7,357,1.6,0.0,0.0,0.2 
Alfred Blue Hou,RB,Sun 12:00 pm vs Chi,EanTop/WillisBottom,16.0,9,44.71,2%,297,,0.0,0.0,0.0,74.3,294,1.9,5.2,4.8,34.6,0.0,0.0,0.1,0.5 
Josh McCown Cle,QB,Sun 12:00 pm @ Phi,FA,16.0,13,44.50,1%,298,,605,3.9,2.0,10.9,47.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.7 
Larry Donnell NYG,TE,Sun 3:25 pm @ Dal,FA,16.0,8,44.16,1%,299,,0.0,0.0,0.0,0.0,0.0,0.0,40.6,28.3,294,2.4,0.0,0.1,0.2 
J.J. Nelson Ari,WR,Sun 7:30 pm vs NE,FA,16.0,9,43.87,1%,300,,0.0,0.0,0.0,4.3,27.8,0.1,31.0,18.8,301,1.7,0.1,0.0,0.2 
Cameron Brate TB,TE,Sun 12:00 pm @ Atl,FA,16.0,6,43.83,2%,301,,0.0,0.0,0.0,0.0,0.0,0.0,35.1,26.4,321,1.9,0.0,0.0,0.2 
Josh Ferguson Ind,RB,Sun 3:25 pm vs Det,FA,16.0,10,43.41,2%,302,,0.0,0.0,0.0,59.2,236,1.2,16.6,13.3,96.6,0.4,0.0,0.0,0.5 
Tyler Kroft Cin,TE,Sun 12:00 pm @ NYJ,FA,16.0,9,42.00,0%,303,,0.0,0.0,0.0,0.0,0.0,0.0,24.2,20.0,220,3.3,0.0,0.1,0.1 
Paul Richardson Sea,WR,Sun 3:05 pm vs Mia,FA,16.0,5,41.83,0%,304,,0.0,0.0,0.0,0.0,0.0,0.0,26.6,25.8,332,1.4,0.0,0.0,0.2 
Brent Celek Phi,TE,Sun 12:00 pm vs Cle,FA,16.0,4,41.70,1%,305,,0.0,0.0,0.0,0.0,0.0,0.0,32.8,27.4,318,1.6,0.0,0.0,0.2 
Charcandrick West KC,RB,Sun 12:00 pm vs SD,Björk'sPlatnumAlbum,16.0,5,41.18,7%,306,,0.0,0.0,0.0,62.0,245,2.0,9.0,5.7,39.7,0.0,0.0,0.1,0.5 
C.J. Prosise Sea,RB,Sun 3:05 pm vs Mia,FA,16.0,5,40.75,9%,307,,0.0,0.0,0.0,31.0,119,0.8,31.0,24.3,159,1.3,0.0,0.1,0.4 
Colin Kaepernick SF,QB,Mon 9:20 pm vs LA,FA,16.0,8,37.64,2%,309,,356,1.9,1.3,24.7,120,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.6 
Hunter Henry SD,TE,Sun 12:00 pm @ KC,FA,16.0,11,37.08,2%,310,,0.0,0.0,0.0,0.0,0.0,0.0,34.1,23.0,251,2.0,0.0,0.0,0.2 
Adam Humphries TB,WR,Sun 12:00 pm @ Atl,FA,16.0,6,36.89,0%,323,,0.0,0.0,0.0,0.0,0.0,0.0,30.3,20.1,252,1.3,0.6,0.0,0.1 
Darren Fells Ari,TE,Sun 7:30 pm vs NE,FA,16.0,9,36.86,0%,311,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.9,245,2.0,0.0,0.0,0.2 
Khiry Robinson NYJ,RB,Sun 12:00 pm vs Cin,FA,16.0,11,36.81,1%,312,,0.0,0.0,0.0,58.9,223,1.7,5.5,4.5,41.8,0.0,0.0,0.0,0.4 
Darren McFadden Dal,RB,Sun 3:25 pm vs NYG,Mariota Kart,16.0,7,36.68,12%,313,,0.0,0.0,0.0,39.3,169,1.2,15.7,12.5,98.7,0.4,0.0,0.0,0.3 
Mychal Rivera Oak,TE,Sun 12:00 pm @ NO,FA,16.0,10,36.65,0%,314,,0.0,0.0,0.0,0.0,0.0,0.0,34.2,24.4,245,2.0,0.0,0.0,0.2 
Braxton Miller Hou,WR,Sun 12:00 pm vs Chi,FA,16.0,9,35.89,5%,315,,0.0,0.0,0.0,8.2,53.7,0.2,31.3,19.3,212,1.3,0.0,0.0,0.2 
TJ Jones Det,WR,Sun 3:25 pm @ Ind,FA,16.0,10,35.62,0%,316,,0.0,0.0,0.0,0.0,0.0,0.0,33.7,19.0,240,1.6,0.3,0.0,0.1 
Quan Bray Ind,WR,Sun 3:25 pm vs Det,FA,16.0,10,35.41,0%,317,,0.0,0.0,0.0,0.0,0.0,0.0,27.7,17.1,232,1.4,0.7,0.0,0.1 
Leonte Carroo Mia,WR,Sun 3:05 pm @ Sea,FA,16.0,8,35.00,1%,318,,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.3,270,1.3,0.0,0.0,0.1 
Andre Holmes Oak,WR,Sun 12:00 pm @ NO,FA,16.0,10,34.94,0%,319,,0.0,0.0,0.0,0.0,0.0,0.0,34.2,20.7,248,1.7,0.0,0.0,0.1 
Ladarius Green Pit,TE,Mon 6:10 pm @ Was,FA,10.0,8,34.12,42%,295,,0.0,0.0,0.0,0.0,0.0,0.0,32.2,21.0,268,1.2,0.0,0.0,0.1 
Marqise Lee Jax,WR,Sun 12:00 pm vs GB,FA,16.0,5,33.57,1%,320,,0.0,0.0,0.0,3.8,19.3,0.1,30.7,16.4,219,1.5,0.0,0.0,0.1 
Tyler Ervin Hou,RB,Sun 12:00 pm vs Chi,FA,16.0,9,33.25,1%,321,,0.0,0.0,0.0,33.0,137,0.8,20.9,16.6,112,0.5,0.0,0.0,0.3 
Kenjon Barner Phi,RB,Sun 12:00 pm vs Cle,FA,16.0,4,33.22,2%,322,,0.0,0.0,0.0,51.8,217,1.4,5.5,4.1,25.4,0.0,0.1,0.0,0.4 
Corey Brown Car,WR,Thu 7:30 pm @ Den,FA,16.0,7,32.83,0%,324,,0.0,0.0,0.0,0.0,0.0,0.0,28.4,18.4,237,1.5,0.0,0.0,0.1 
Paxton Lynch Den,QB,Thu 7:30 pm vs Car,FA,16.0,11,32.59,2%,325,,524,2.3,2.5,8.3,35.7,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.6 
Quincy Enunwa NYJ,WR,Sun 12:00 pm vs Cin,FA,16.0,11,31.64,0%,326,,0.0,0.0,0.0,0.0,0.0,0.0,35.5,18.4,212,1.7,0.0,0.0,0.1 
Garrett Celek SF,TE,Mon 9:20 pm vs LA,FA,16.0,8,31.43,0%,327,,0.0,0.0,0.0,0.0,0.0,0.0,30.5,21.8,232,1.4,0.0,0.0,0.2 
DeAndre Smelter SF,WR,Mon 9:20 pm vs LA,FA,16.0,8,31.10,0%,328,,0.0,0.0,0.0,0.0,0.0,0.0,30.5,18.4,244,1.1,0.0,0.0,0.1 
Richard Rodgers GB,TE,Sun 12:00 pm @ Jax,TexasSucks,16.0,4,30.89,10%,329,,0.0,0.0,0.0,0.0,0.0,0.0,26.4,18.4,208,1.7,0.0,0.0,0.1 
Josh Huff Phi,WR,Sun 12:00 pm vs Cle,FA,16.0,4,30.13,0%,330,,0.0,0.0,0.0,0.0,0.0,0.0,27.4,19.3,216,1.1,0.3,0.0,0.1 
Wendell Smallwood Phi,RB,Sun 12:00 pm vs Cle,FA,16.0,4,29.20,2%,331,,0.0,0.0,0.0,47.8,185,1.3,5.5,4.3,27.3,0.0,0.0,0.0,0.3 
Jack Doyle Ind,TE,Sun 3:25 pm vs Det,FA,16.0,10,28.27,0%,332,,0.0,0.0,0.0,0.0,0.0,0.0,22.2,18.8,199,1.4,0.0,0.0,0.1 
Cameron Artis-Payne Car,RB,Thu 7:30 pm @ Den,FA,16.0,7,28.24,3%,333,,0.0,0.0,0.0,31.9,129,0.8,9.5,9.2,96.6,0.1,0.0,0.0,0.3 
Austin Hooper Atl,TE,Sun 12:00 pm vs TB,FA,16.0,11,28.06,1%,334,,0.0,0.0,0.0,0.0,0.0,0.0,28.6,19.4,205,1.2,0.0,0.0,0.2 
Jermaine Gresham Ari,TE,Sun 7:30 pm vs NE,FA,16.0,9,27.82,0%,335,,0.0,0.0,0.0,0.0,0.0,0.0,25.8,17.0,176,1.7,0.0,0.0,0.1 
Dexter McCluster Ten,RB,Sun 12:00 pm vs Min,FA,16.0,13,27.54,0%,336,,0.0,0.0,0.0,13.0,55.2,0.4,24.1,19.3,157,0.7,0.0,0.0,0.2 
Kenneth Dixon Bal,RB,Sun 12:00 pm vs Buf,FA,13.0,8,26.99,9%,337,,0.0,0.0,0.0,42.6,167,0.9,9.2,7.2,47.7,0.0,0.0,0.0,0.3 
